Buff ID;Item Name;Max Buy Price (RMB);Min Sell Price (RMB);Quick Price (RMB);Reference Price (RMB);Steam Market Price (USD);Steam Market URL
35493;MAG-7 | Heaven Guard (Factory New);2.2;2.76;2.75;2.76;0.43;https://steamcommunity.com/market/listings/730/MAG-7%20%7C%20Heaven%20Guard%20%28Factory%20New%29
45237;Clutch Case;1.8;1.89;1.88;1.89;0.31;https://steamcommunity.com/market/listings/730/Clutch%20Case
40694;Sticker | Rage;19.6;20.78;20.68;20.78;3.14;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Rage
36351;R8 Revolver | Reboot (Field-Tested);3.4;3.88;3.87;3.88;0.59;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Reboot%20%28Field-Tested%29
35074;Glock-18 | Water Elemental (Minimal Wear);32.5;33.72;33.62;33.72;6.01;https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20Water%20Elemental%20%28Minimal%20Wear%29
42998;★ Karambit | Doppler (Factory New);5770;5869.5;5869;5869.5;1032.7;https://steamcommunity.com/market/listings/730/%E2%98%85%20Karambit%20%7C%20Doppler%20%28Factory%20New%29
779194;AK-47 | Phantom Disruptor (Minimal Wear);43.5;43.9;43.8;43.9;8.14;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Phantom%20Disruptor%20%28Minimal%20Wear%29
34758;Five-SeveN | Monkey Business (Well-Worn);12.7;14.18;14.08;14.18;2.3;https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Monkey%20Business%20%28Well-Worn%29
777266;★ Survival Knife | Scorched (Factory New);728;1200;867.42;867.92;124.06;https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Scorched%20%28Factory%20New%29
857530;Galil AR | Chromatic Aberration (Field-Tested);11.3;11.74;11.64;11.74;2.07;https://steamcommunity.com/market/listings/730/Galil%20AR%20%7C%20Chromatic%20Aberration%20%28Field-Tested%29
42150;USP-S | Blood Tiger (Field-Tested);20.6;24;23.9;24;3.98;https://steamcommunity.com/market/listings/730/USP-S%20%7C%20Blood%20Tiger%20%28Field-Tested%29
900571;R8 Revolver | Crazy 8 (Well-Worn);6.3;6.78;6.77;6.78;1.08;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Crazy%208%20%28Well-Worn%29
886668;StatTrak™ M4A1-S | Night Terror (Field-Tested);25.2;26.3;26.2;26.3;4.6;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20M4A1-S%20%7C%20Night%20Terror%20%28Field-Tested%29
35345;M4A4 | X-Ray (Factory New);124;127;126.5;127;22.12;https://steamcommunity.com/market/listings/730/M4A4%20%7C%20X-Ray%20%28Factory%20New%29
886692;USP-S | Ticket to Hell (Battle-Scarred);2.4;2.68;2.67;2.68;0.43;https://steamcommunity.com/market/listings/730/USP-S%20%7C%20Ticket%20to%20Hell%20%28Battle-Scarred%29
871460;Chef d'Escadron Rouchard | Gendarmerie Nationale;46;49.69;49.59;49.69;7.96;https://steamcommunity.com/market/listings/730/Chef%20d%27Escadron%20Rouchard%20%7C%20Gendarmerie%20Nationale
45369;USP-S | Cortex (Factory New);53;52.88;52.9;53;9.8;https://steamcommunity.com/market/listings/730/USP-S%20%7C%20Cortex%20%28Factory%20New%29
887016;MP7 | Abyssal Apparition (Battle-Scarred);8.5;9.23;9.22;9.23;1.57;https://steamcommunity.com/market/listings/730/MP7%20%7C%20Abyssal%20Apparition%20%28Battle-Scarred%29
42733;★ Flip Knife | Freehand (Well-Worn);953;1014;1013.5;1014;207.14;https://steamcommunity.com/market/listings/730/%E2%98%85%20Flip%20Knife%20%7C%20Freehand%20%28Well-Worn%29
35008;Glock-18 | Candy Apple (Minimal Wear);4.6;4.79;4.78;4.79;0.83;https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20Candy%20Apple%20%28Minimal%20Wear%29
779233;M4A1-S | Player Two (Minimal Wear);282;289;288.5;289;48.57;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Player%20Two%20%28Minimal%20Wear%29
871496;MP9 | Mount Fuji (Factory New);30.2;31.3;31.2;31.3;5.75;https://steamcommunity.com/market/listings/730/MP9%20%7C%20Mount%20Fuji%20%28Factory%20New%29
871462;Cmdr. Frank 'Wet Sox' Baroud | SEAL Frogman;120;124;123.5;124;22.48;https://steamcommunity.com/market/listings/730/Cmdr.%20Frank%20%27Wet%20Sox%27%20Baroud%20%7C%20SEAL%20Frogman
835348;Number K | The Professionals;122;128.5;128;128.5;21.76;https://steamcommunity.com/market/listings/730/Number%20K%20%7C%20The%20Professionals
45401;StatTrak™ USP-S | Cortex (Minimal Wear);48.1;49.78;49.68;49.78;9.29;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20USP-S%20%7C%20Cortex%20%28Minimal%20Wear%29
769572;M4A4 | The Emperor (Field-Tested);85;87.36;87.26;87.36;14.58;https://steamcommunity.com/market/listings/730/M4A4%20%7C%20The%20Emperor%20%28Field-Tested%29
33922;AK-47 | Jaguar (Minimal Wear);220;230.98;230.48;230.98;38.49;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Minimal%20Wear%29
903843;Sticker | Blue Gem (Glitter);29.5;29.96;29.86;29.96;5.21;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Blue%20Gem%20%28Glitter%29
857519;USP-S | The Traitor (Well-Worn);61;63.78;63.68;63.78;11.54;https://steamcommunity.com/market/listings/730/USP-S%20%7C%20The%20Traitor%20%28Well-Worn%29
781663;StatTrak™ SSG 08 | Mainframe 001 (Battle-Scarred);1.2;1.45;1.44;1.45;0.27;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SSG%2008%20%7C%20Mainframe%20001%20%28Battle-Scarred%29
763243;AWP | Neo-Noir (Factory New);235;238.88;238.38;238.88;42.38;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Neo-Noir%20%28Factory%20New%29
836011;★ Moto Gloves | Smoke Out (Minimal Wear);3490;3615;3614.5;3615;667.09;https://steamcommunity.com/market/listings/730/%E2%98%85%20Moto%20Gloves%20%7C%20Smoke%20Out%20%28Minimal%20Wear%29
775674;AK-47 | Rat Rod (Well-Worn);18.4;19.6;19.5;19.6;3.02;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Rat%20Rod%20%28Well-Worn%29
769774;Music Kit | The Verkkars, EZ4ENCE;26.9;27.85;27.75;27.85;5.11;https://steamcommunity.com/market/listings/730/Music%20Kit%20%7C%20The%20Verkkars%2C%20EZ4ENCE
847319;Sticker | Spirit (Gold) | 2020 RMR;11;11.26;11.16;11.26;2.02;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Spirit%20%28Gold%29%20%7C%202020%20RMR
37622;Souvenir Five-SeveN | Forest Night (Field-Tested);1.2;1.5;1.49;1.5;0.28;https://steamcommunity.com/market/listings/730/Souvenir%20Five-SeveN%20%7C%20Forest%20Night%20%28Field-Tested%29
835624;M4A1-S | Printstream (Field-Tested);742;758.5;758;758.5;130.6;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Printstream%20%28Field-Tested%29
35239;M4A1-S | Mecha Industries (Field-Tested);129;135.5;135;135.5;23.16;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Mecha%20Industries%20%28Field-Tested%29
34084;AWP | Elite Build (Field-Tested);68;70.53;70.43;70.53;11.7;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Elite%20Build%20%28Field-Tested%29
774789;SG 553 | Candy Apple (Factory New);22.7;23.97;23.87;23.97;4.28;https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Candy%20Apple%20%28Factory%20New%29
759517;★ Talon Knife | Crimson Web (Minimal Wear);3770;3948.88;3948.38;3948.88;740;https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29
763400;AWP | Neo-Noir (Minimal Wear);190;195.5;195;195.5;34;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Neo-Noir%20%28Minimal%20Wear%29
871723;★ Huntsman Knife | Gamma Doppler (Factory New);1460;1494;1493.5;1494;284.23;https://steamcommunity.com/market/listings/730/%E2%98%85%20Huntsman%20Knife%20%7C%20Gamma%20Doppler%20%28Factory%20New%29
36553;SSG 08 | Dragonfire (Field-Tested);61;61.93;61.83;61.93;11.65;https://steamcommunity.com/market/listings/730/SSG%2008%20%7C%20Dragonfire%20%28Field-Tested%29
835895;Desert Eagle | Night Heist (Factory New);40.4;40.5;40.4;40.5;7.51;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Night%20Heist%20%28Factory%20New%29
33821;MAC-10 | Candy Apple (Factory New);1.6;1.6;1.59;1.6;0.26;https://steamcommunity.com/market/listings/730/MAC-10%20%7C%20Candy%20Apple%20%28Factory%20New%29
34090;AWP | Fever Dream (Minimal Wear);46.3;46;46.2;46.3;8.53;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Fever%20Dream%20%28Minimal%20Wear%29
45429;★ Hand Wraps | Duct Tape (Field-Tested);380;392.6;392.1;392.6;70.72;https://steamcommunity.com/market/listings/730/%E2%98%85%20Hand%20Wraps%20%7C%20Duct%20Tape%20%28Field-Tested%29
894280;Sticker | Natus Vincere (Holo) | Antwerp 2022;11.4;12.3;12.2;12.3;1.9;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Natus%20Vincere%20%28Holo%29%20%7C%20Antwerp%202022
871160;Five-SeveN | Withered Vine (Factory New);4.2;4.38;4.37;4.38;0.76;https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Withered%20Vine%20%28Factory%20New%29
45435;StatTrak™ Nova | Wild Six (Battle-Scarred);2.3;2.51;2.5;2.51;0.43;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Nova%20%7C%20Wild%20Six%20%28Battle-Scarred%29
36478;SG 553 | Phantom (Factory New);6.7;6.92;6.91;6.92;1.21;https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Phantom%20%28Factory%20New%29
857583;M249 | O.S.I.P.R. (Minimal Wear);1.1;1.27;1.26;1.27;0.2;https://steamcommunity.com/market/listings/730/M249%20%7C%20O.S.I.P.R.%20%28Minimal%20Wear%29
857582;R8 Revolver | Junk Yard (Minimal Wear);1.1;1.28;1.27;1.28;0.2;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Junk%20Yard%20%28Minimal%20Wear%29
774874;R8 Revolver | Canal Spray (Field-Tested);3.7;4.45;4.44;4.45;0.72;https://steamcommunity.com/market/listings/730/R8%20Revolver%20%7C%20Canal%20Spray%20%28Field-Tested%29
769229;StatTrak™ Galil AR | Akoben (Field-Tested);1.9;2;1.99;2;0.34;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Akoben%20%28Field-Tested%29
45403;UMP-45 | Arctic Wolf (Well-Worn);1.8;2.04;2.03;2.04;0.38;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Arctic%20Wolf%20%28Well-Worn%29
45398;StatTrak™ PP-Bizon | Night Riot (Minimal Wear);1.4;1.5;1.49;1.5;0.25;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20PP-Bizon%20%7C%20Night%20Riot%20%28Minimal%20Wear%29
45397;StatTrak™ Nova | Wild Six (Field-Tested);2.8;2.96;2.95;2.96;0.51;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Nova%20%7C%20Wild%20Six%20%28Field-Tested%29
45291;PP-Bizon | Night Riot (Factory New);1.2;1.22;1.21;1.22;0.21;https://steamcommunity.com/market/listings/730/PP-Bizon%20%7C%20Night%20Riot%20%28Factory%20New%29
45283;Nova | Wild Six (Minimal Wear);3.5;3.99;3.98;3.99;0.63;https://steamcommunity.com/market/listings/730/Nova%20%7C%20Wild%20Six%20%28Minimal%20Wear%29
45281;Nova | Wild Six (Battle-Scarred);1.7;1.85;1.84;1.85;0.34;https://steamcommunity.com/market/listings/730/Nova%20%7C%20Wild%20Six%20%28Battle-Scarred%29
45279;Negev | Lionfish (Minimal Wear);3.5;3.49;3.49;3.5;0.65;https://steamcommunity.com/market/listings/730/Negev%20%7C%20Lionfish%20%28Minimal%20Wear%29
45278;Negev | Lionfish (Field-Tested);2.1;2.18;2.17;2.18;0.39;https://steamcommunity.com/market/listings/730/Negev%20%7C%20Lionfish%20%28Field-Tested%29
45276;Negev | Lionfish (Battle-Scarred);1.6;1.84;1.83;1.84;0.32;https://steamcommunity.com/market/listings/730/Negev%20%7C%20Lionfish%20%28Battle-Scarred%29
36368;SCAR-20 | Carbon Fiber (Factory New);1.5;1.57;1.56;1.57;0.25;https://steamcommunity.com/market/listings/730/SCAR-20%20%7C%20Carbon%20Fiber%20%28Factory%20New%29
35798;Nova | Caged Steel (Factory New);1.3;1.36;1.35;1.36;0.21;https://steamcommunity.com/market/listings/730/Nova%20%7C%20Caged%20Steel%20%28Factory%20New%29
35783;Negev | Terrain (Minimal Wear);1.5;1.8;1.79;1.8;0.27;https://steamcommunity.com/market/listings/730/Negev%20%7C%20Terrain%20%28Minimal%20Wear%29
35692;MP9 | Sand Scale (Factory New);1.6;1.8;1.79;1.8;0.28;https://steamcommunity.com/market/listings/730/MP9%20%7C%20Sand%20Scale%20%28Factory%20New%29
35569;MP7 | Cirrus (Minimal Wear);1.9;1.95;1.94;1.95;0.36;https://steamcommunity.com/market/listings/730/MP7%20%7C%20Cirrus%20%28Minimal%20Wear%29
33965;AK-47 | Safari Mesh (Field-Tested);1.2;1.19;1.19;1.2;0.21;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safari%20Mesh%20%28Field-Tested%29
871090;Five-SeveN | Withered Vine (Field-Tested);3.6;4.11;4.1;4.11;0.65;https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Withered%20Vine%20%28Field-Tested%29
45388;SG 553 | Aloha (Factory New);1.1;1.22;1.21;1.22;0.21;https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Aloha%20%28Factory%20New%29
45387;Nova | Wild Six (Field-Tested);2.3;2.53;2.52;2.53;0.4;https://steamcommunity.com/market/listings/730/Nova%20%7C%20Wild%20Six%20%28Field-Tested%29
45373;XM1014 | Oxide Blaze (Factory New);1.2;1.23;1.22;1.23;0.2;https://steamcommunity.com/market/listings/730/XM1014%20%7C%20Oxide%20Blaze%20%28Factory%20New%29
45364;UMP-45 | Arctic Wolf (Battle-Scarred);1.6;1.86;1.85;1.86;0.32;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Arctic%20Wolf%20%28Battle-Scarred%29
45258;Glock-18 | Moonrise (Field-Tested);2.3;2.29;2.29;2.3;0.39;https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20Moonrise%20%28Field-Tested%29
45256;Glock-18 | Moonrise (Battle-Scarred);1.7;1.88;1.87;1.88;0.35;https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20Moonrise%20%28Battle-Scarred%29
42175;USP-S | Forest Leaves (Minimal Wear);1.01;1.13;1.12;1.13;0.21;https://steamcommunity.com/market/listings/730/USP-S%20%7C%20Forest%20Leaves%20%28Minimal%20Wear%29
42031;Tec-9 | Red Quartz (Field-Tested);1.01;1.19;1.18;1.19;0.23;https://steamcommunity.com/market/listings/730/Tec-9%20%7C%20Red%20Quartz%20%28Field-Tested%29
38718;StatTrak™ Glock-18 | Ironwork (Battle-Scarred);1.6;2.06;2.05;2.06;0.32;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Glock-18%20%7C%20Ironwork%20%28Battle-Scarred%29
38150;Spectrum Case;5.7;5.77;5.76;5.77;0.97;https://steamcommunity.com/market/listings/730/Spectrum%20Case
36018;P250 | Franklin (Field-Tested);5.9;6.18;6.17;6.18;0.95;https://steamcommunity.com/market/listings/730/P250%20%7C%20Franklin%20%28Field-Tested%29
33845;MP9 | Sand Scale (Minimal Wear);0.94;1.06;1.05;1.06;0.18;https://steamcommunity.com/market/listings/730/MP9%20%7C%20Sand%20Scale%20%28Minimal%20Wear%29
871335;AUG | Spalted Wood (Factory New);4.2;4.38;4.37;4.38;0.8;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Spalted%20Wood%20%28Factory%20New%29
871312;AUG | Spalted Wood (Minimal Wear);3.7;4.38;4.37;4.38;0.69;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Spalted%20Wood%20%28Minimal%20Wear%29
871194;M249 | Midnight Palm (Minimal Wear);3.6;4.29;4.28;4.29;0.66;https://steamcommunity.com/market/listings/730/M249%20%7C%20Midnight%20Palm%20%28Minimal%20Wear%29
871181;Five-SeveN | Withered Vine (Minimal Wear);3.7;4.34;4.33;4.34;0.66;https://steamcommunity.com/market/listings/730/Five-SeveN%20%7C%20Withered%20Vine%20%28Minimal%20Wear%29
871178;Dual Berettas | Drift Wood (Field-Tested);3.5;4.15;4.14;4.15;0.66;https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Drift%20Wood%20%28Field-Tested%29
871077;AUG | Spalted Wood (Field-Tested);3.6;4.02;4.01;4.02;0.65;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Spalted%20Wood%20%28Field-Tested%29
871070;M249 | Midnight Palm (Field-Tested);3.6;4.03;4.02;4.03;0.71;https://steamcommunity.com/market/listings/730/M249%20%7C%20Midnight%20Palm%20%28Field-Tested%29
762075;Glock-18 | High Beam (Factory New);1.3;1.32;1.31;1.32;0.23;https://steamcommunity.com/market/listings/730/Glock-18%20%7C%20High%20Beam%20%28Factory%20New%29
45348;StatTrak™ XM1014 | Oxide Blaze (Factory New);3.1;3.52;3.51;3.52;0.6;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20XM1014%20%7C%20Oxide%20Blaze%20%28Factory%20New%29
45345;StatTrak™ UMP-45 | Arctic Wolf (Field-Tested);3;3.3;3.29;3.3;0.57;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20UMP-45%20%7C%20Arctic%20Wolf%20%28Field-Tested%29
45324;StatTrak™ Negev | Lionfish (Field-Tested);3.2;3.5;3.49;3.5;0.59;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Negev%20%7C%20Lionfish%20%28Field-Tested%29
36111;P90 | Ash Wood (Minimal Wear);1.2;1.19;1.19;1.2;0.2;https://steamcommunity.com/market/listings/730/P90%20%7C%20Ash%20Wood%20%28Minimal%20Wear%29
35890;Operation Phoenix Weapon Case;8.3;8.96;8.95;8.96;1.4;https://steamcommunity.com/market/listings/730/Operation%20Phoenix%20Weapon%20Case
34073;AWP | Corticera (Minimal Wear);87;87.9;87.8;87.9;16.35;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Corticera%20%28Minimal%20Wear%29
857605;MAC-10 | Button Masher (Well-Worn);1.5;1.77;1.76;1.77;0.32;https://steamcommunity.com/market/listings/730/MAC-10%20%7C%20Button%20Masher%20%28Well-Worn%29
45314;StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred);2.4;2.77;2.76;2.77;0.48;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAG-7%20%7C%20SWAG-7%20%28Battle-Scarred%29
857534;AK-47 | Slate (Minimal Wear);29.4;29.28;29.3;29.4;5.22;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Slate%20%28Minimal%20Wear%29
769139;AK-47 | Uncharted (Minimal Wear);4;3.99;3.99;4;0.73;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Uncharted%20%28Minimal%20Wear%29
34978;Galil AR | VariCamo (Factory New);0.99;1.14;1.13;1.14;0.18;https://steamcommunity.com/market/listings/730/Galil%20AR%20%7C%20VariCamo%20%28Factory%20New%29
34319;CZ75-Auto | Polymer (Minimal Wear);0.81;1.06;1.05;1.06;0.17;https://steamcommunity.com/market/listings/730/CZ75-Auto%20%7C%20Polymer%20%28Minimal%20Wear%29
34126;AWP | Redline (Minimal Wear);336;339.5;339;339.5;60.1;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Redline%20%28Minimal%20Wear%29
886606;Dreams & Nightmares Case;3;2.99;2.99;3;0.47;https://steamcommunity.com/market/listings/730/Dreams%20%26%20Nightmares%20Case
759244;Desert Eagle | Code Red (Field-Tested);132;134;133.5;134;22.85;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Code%20Red%20%28Field-Tested%29
835785;Negev | Phoenix Stencil (Factory New);24.6;31.1;31;31.1;5.57;https://steamcommunity.com/market/listings/730/Negev%20%7C%20Phoenix%20Stencil%20%28Factory%20New%29
39183;StatTrak™ Nova | Rising Skull (Minimal Wear);52;57.51;57.41;57.51;9;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Nova%20%7C%20Rising%20Skull%20%28Minimal%20Wear%29
34318;CZ75-Auto | Polymer (Factory New);1.5;1.74;1.73;1.74;0.29;https://steamcommunity.com/market/listings/730/CZ75-Auto%20%7C%20Polymer%20%28Factory%20New%29
774854;Rezan The Ready | Sabre;9.9;10.29;10.19;10.29;1.74;https://steamcommunity.com/market/listings/730/Rezan%20The%20Ready%20%7C%20Sabre
34900;Galil AR | Blue Titanium (Factory New);7.6;8.42;8.41;8.42;1.39;https://steamcommunity.com/market/listings/730/Galil%20AR%20%7C%20Blue%20Titanium%20%28Factory%20New%29
34568;Dual Berettas | Royal Consorts (Battle-Scarred);1.9;2.22;2.21;2.22;0.32;https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Royal%20Consorts%20%28Battle-Scarred%29
900525;AWP | Chromatic Aberration (Minimal Wear);302;310;309.5;310;52.75;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Chromatic%20Aberration%20%28Minimal%20Wear%29
900482;AK-47 | Ice Coaled (Minimal Wear);183;189;188.5;189;32;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Ice%20Coaled%20%28Minimal%20Wear%29
871329;Desert Eagle | Ocean Drive (Field-Tested);100;101.5;101;101.5;18.43;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Ocean%20Drive%20%28Field-Tested%29
45385;M4A4 | Neo-Noir (Minimal Wear);80;80.28;80.18;80.28;14.49;https://steamcommunity.com/market/listings/730/M4A4%20%7C%20Neo-Noir%20%28Minimal%20Wear%29
876014;Sticker | Natus Vincere (Foil) | Stockholm 2021;11.7;12.24;12.14;12.24;2.1;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Natus%20Vincere%20%28Foil%29%20%7C%20Stockholm%202021
762161;USP-S | Check Engine (Battle-Scarred);4.1;4.74;4.73;4.74;0.76;https://steamcommunity.com/market/listings/730/USP-S%20%7C%20Check%20Engine%20%28Battle-Scarred%29
779182;SG 553 | Darkwing (Minimal Wear);4.7;5.07;5.06;5.07;0.86;https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Darkwing%20%28Minimal%20Wear%29
40859;Sticker | Support;2.8;3.59;3.58;3.59;0.54;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Support
871769;AK-47 | Gold Arabesque (Factory New);12800;13179.5;13179;13179.5;1921.54;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Gold%20Arabesque%20%28Factory%20New%29
39536;StatTrak™ SSG 08 | Abyss (Factory New);55;57.9;57.8;57.9;9.5;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SSG%2008%20%7C%20Abyss%20%28Factory%20New%29
895337;Sticker | interz (Holo) | Antwerp 2022;12.3;12.89;12.79;12.89;2.11;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20interz%20%28Holo%29%20%7C%20Antwerp%202022
887043;MP9 | Starlight Protector (Minimal Wear);103;108;107.5;108;19;https://steamcommunity.com/market/listings/730/MP9%20%7C%20Starlight%20Protector%20%28Minimal%20Wear%29
39040;StatTrak™ MP7 | Urban Hazard (Factory New);3.8;4.42;4.41;4.42;0.73;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP7%20%7C%20Urban%20Hazard%20%28Factory%20New%29
38668;StatTrak™ Galil AR | Kami (Minimal Wear);11.7;12.95;12.85;12.95;2.26;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Kami%20%28Minimal%20Wear%29
763332;AWP | Neo-Noir (Field-Tested);160;165.2;164.7;165.2;28.91;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Neo-Noir%20%28Field-Tested%29
857602;MAC-10 | Button Masher (Field-Tested);2.1;2.25;2.24;2.25;0.38;https://steamcommunity.com/market/listings/730/MAC-10%20%7C%20Button%20Masher%20%28Field-Tested%29
835471;AWP | Exoskeleton (Field-Tested);9.7;9.77;9.76;9.77;1.79;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Exoskeleton%20%28Field-Tested%29
763250;AK-47 | Asiimov (Field-Tested);168;168.4;167.9;168.4;29.1;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Asiimov%20%28Field-Tested%29
775261;Desert Eagle | Emerald Jörmungandr (Factory New);1170;1193.5;1193;1193.5;219.51;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Emerald%20J%C3%B6rmungandr%20%28Factory%20New%29
35710;Music Kit | Damjan Mravunac, The Talos Principle;25.5;28.64;28.54;28.64;4.68;https://steamcommunity.com/market/listings/730/Music%20Kit%20%7C%20Damjan%20Mravunac%2C%20The%20Talos%20Principle
886689;StatTrak™ MAG-7 | Foresight (Field-Tested);1.1;1.17;1.16;1.17;0.18;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAG-7%20%7C%20Foresight%20%28Field-Tested%29
911778;Sticker | arT (Gold) | Rio 2022;190;210;209.5;210;42.85;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20arT%20%28Gold%29%20%7C%20Rio%202022
857562;Desert Eagle | Trigger Discipline (Well-Worn);2;2.05;2.04;2.05;0.36;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Trigger%20Discipline%20%28Well-Worn%29
900503;Dual Berettas | Flora Carnivora (Minimal Wear);12.3;13.16;13.06;13.16;2.19;https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Flora%20Carnivora%20%28Minimal%20Wear%29
762232;AK-47 | Safety Net (Minimal Wear);39.5;40.59;40.49;40.59;7.27;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safety%20Net%20%28Minimal%20Wear%29
37945;Souvenir PP-Bizon | Chemical Green (Minimal Wear);11.1;12.9;12.8;12.9;2.16;https://steamcommunity.com/market/listings/730/Souvenir%20PP-Bizon%20%7C%20Chemical%20Green%20%28Minimal%20Wear%29
773836;StatTrak™ MP5-SD | Agent (Factory New);56;59.69;59.59;59.69;10.01;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP5-SD%20%7C%20Agent%20%28Factory%20New%29
900470;P90 | Vent Rush (Factory New);18.7;19.09;18.99;19.09;3.15;https://steamcommunity.com/market/listings/730/P90%20%7C%20Vent%20Rush%20%28Factory%20New%29
876103;Patch | Gambit Gaming | Stockholm 2021;3.9;4.2;4.19;4.2;0.69;https://steamcommunity.com/market/listings/730/Patch%20%7C%20Gambit%20Gaming%20%7C%20Stockholm%202021
759365;Sawed-Off | Devourer (Field-Tested);25;27.19;27.09;27.19;4.38;https://steamcommunity.com/market/listings/730/Sawed-Off%20%7C%20Devourer%20%28Field-Tested%29
45386;MP7 | Bloodsport (Minimal Wear);15.1;15;15;15.1;2.76;https://steamcommunity.com/market/listings/730/MP7%20%7C%20Bloodsport%20%28Minimal%20Wear%29
35143;M249 | Nebula Crusader (Minimal Wear);10.5;12.5;12.4;12.5;1.85;https://steamcommunity.com/market/listings/730/M249%20%7C%20Nebula%20Crusader%20%28Minimal%20Wear%29
