Buff ID;Item Name;Max Buy Price (RMB);Min Sell Price (RMB);Quick Price (RMB);Reference Price (RMB);Steam Market Price (USD);Steam Market URL
775467;Sealed Graffiti | Puke (Tiger Orange);0.6;2.5;1.25;1.26;0.18;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Puke%20%28Tiger%20Orange%29
775051;Sealed Graffiti | Choke (SWAT Blue);0.5;1.32;1.31;1.32;0.21;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Choke%20%28SWAT%20Blue%29
775827;Sealed Graffiti | Hop (SWAT Blue);3.2;3.6;3.59;3.6;0.54;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Hop%20%28SWAT%20Blue%29
775655;Sealed Graffiti | Puke (Tracer Yellow);0.6;1.78;1.39;1.4;0.2;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Puke%20%28Tracer%20Yellow%29
775274;Sealed Graffiti | NT (Shark White);0.81;1.58;1.57;1.58;0.23;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20NT%20%28Shark%20White%29
774773;Sealed Graffiti | Happy Cat (Tracer Yellow);0.3;1.18;1.17;1.18;0.17;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Happy%20Cat%20%28Tracer%20Yellow%29
775653;Sealed Graffiti | Smarmy (Monster Purple);1.7;3.49;3.48;3.49;0.5;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Smarmy%20%28Monster%20Purple%29
773527;Sticker | Friend Code;1.2;1.47;1.46;1.47;0.23;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Friend%20Code
760591;Sticker | shox | London 2018;2.2;2.5;2.49;2.5;0.39;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20shox%20%7C%20London%202018
878841;Sticker | s1mple (Holo) | Stockholm 2021;5.1;5.2;5.19;5.2;0.83;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20s1mple%20%28Holo%29%20%7C%20Stockholm%202021
43040;★ Karambit | Stained (Well-Worn);2940;3095;3094.5;3095;550;https://steamcommunity.com/market/listings/730/%E2%98%85%20Karambit%20%7C%20Stained%20%28Well-Worn%29
39411;StatTrak™ PP-Bizon | Osiris (Field-Tested);8.2;9.09;9.08;9.09;1.52;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20PP-Bizon%20%7C%20Osiris%20%28Field-Tested%29
39387;StatTrak™ PP-Bizon | Fuel Rod (Minimal Wear);31.3;34.9;34.8;34.9;5.33;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20PP-Bizon%20%7C%20Fuel%20Rod%20%28Minimal%20Wear%29
45406;★ Driver Gloves | Imperial Plaid (Battle-Scarred);1200;1244.49;1243.99;1244.49;227.9;https://steamcommunity.com/market/listings/730/%E2%98%85%20Driver%20Gloves%20%7C%20Imperial%20Plaid%20%28Battle-Scarred%29
781645;StatTrak™ MAG-7 | Monster Call (Battle-Scarred);3.5;4.11;4.1;4.11;0.62;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAG-7%20%7C%20Monster%20Call%20%28Battle-Scarred%29
39051;StatTrak™ MP9 | Bioleak (Field-Tested);1.9;2.02;2.01;2.02;0.35;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Bioleak%20%28Field-Tested%29
769281;StatTrak™ Galil AR | Akoben (Battle-Scarred);1.3;4.87;1.95;1.96;0.28;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Akoben%20%28Battle-Scarred%29
38727;StatTrak™ Glock-18 | Off World (Well-Worn);1.4;1.67;1.66;1.67;0.27;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Glock-18%20%7C%20Off%20World%20%28Well-Worn%29
769483;AUG | Momentum (Factory New);131;140.89;140.39;140.89;25.24;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Momentum%20%28Factory%20New%29
887077;StatTrak™ P2000 | Lifted Spirits (Factory New);4.3;4.57;4.56;4.57;0.83;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P2000%20%7C%20Lifted%20Spirits%20%28Factory%20New%29
33998;AUG | Bengal Tiger (Minimal Wear);39.8;43.45;43.35;43.45;7.89;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Bengal%20Tiger%20%28Minimal%20Wear%29
773831;★ Classic Knife | Crimson Web (Battle-Scarred);1300;1340;1339.5;1340;283.08;https://steamcommunity.com/market/listings/730/%E2%98%85%20Classic%20Knife%20%7C%20Crimson%20Web%20%28Battle-Scarred%29
871635;MAG-7 | BI83 Spectrum (Well-Worn);4;3.99;3.99;4;1.81;https://steamcommunity.com/market/listings/730/MAG-7%20%7C%20BI83%20Spectrum%20%28Well-Worn%29
38419;StatTrak™ Desert Eagle | Directive (Field-Tested);6.5;7.15;7.14;7.15;1.33;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Desert%20Eagle%20%7C%20Directive%20%28Field-Tested%29
39594;StatTrak™ Sawed-Off | Origami (Factory New);5.1;5.84;5.83;5.84;1;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Sawed-Off%20%7C%20Origami%20%28Factory%20New%29
876952;Souvenir Glock-18 | Pink DDPAT (Field-Tested);14;15.6;15.5;15.6;2.91;https://steamcommunity.com/market/listings/730/Souvenir%20Glock-18%20%7C%20Pink%20DDPAT%20%28Field-Tested%29
39665;StatTrak™ Tec-9 | Sandstorm (Minimal Wear);16;17.22;17.12;17.22;2.77;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Tec-9%20%7C%20Sandstorm%20%28Minimal%20Wear%29
781616;Tec-9 | Brother (Factory New);9.2;10.25;10.15;10.25;1.75;https://steamcommunity.com/market/listings/730/Tec-9%20%7C%20Brother%20%28Factory%20New%29
38844;StatTrak™ M4A4 | Asiimov (Field-Tested);2650;2792.49;2791.99;2792.49;446.97;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20M4A4%20%7C%20Asiimov%20%28Field-Tested%29
39481;StatTrak™ SCAR-20 | Jungle Slipstream (Minimal Wear);2;1.99;1.99;2;0.25;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20SCAR-20%20%7C%20Jungle%20Slipstream%20%28Minimal%20Wear%29
775839;Sealed Graffiti | Applause (Tracer Yellow);1;1.27;1.26;1.27;0.2;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Applause%20%28Tracer%20Yellow%29
774904;Negev | Boroque Sand (Battle-Scarred);3.5;4.17;4.16;4.17;0.61;https://steamcommunity.com/market/listings/730/Negev%20%7C%20Boroque%20Sand%20%28Battle-Scarred%29
778623;Patch | Hydra;6.1;7;6.92;6.93;0.99;https://steamcommunity.com/market/listings/730/Patch%20%7C%20Hydra
775338;Sealed Graffiti | Smarmy (Blood Red);2.2;3.46;3.45;3.46;0.59;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Smarmy%20%28Blood%20Red%29
778638;Patch | Vigilance;4.3;5.14;5.13;5.14;0.84;https://steamcommunity.com/market/listings/730/Patch%20%7C%20Vigilance
777411;Music Kit | Scarlxrd: King, Scar;16;16.33;16.23;16.33;2.94;https://steamcommunity.com/market/listings/730/Music%20Kit%20%7C%20Scarlxrd%3A%20King%2C%20Scar
42692;★ Flip Knife | Black Laminate (Well-Worn);1070;1130;1129.5;1130;209.41;https://steamcommunity.com/market/listings/730/%E2%98%85%20Flip%20Knife%20%7C%20Black%20Laminate%20%28Well-Worn%29
773636;UMP-45 | Plastique (Minimal Wear);5.6;5.68;5.67;5.68;0.98;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Plastique%20%28Minimal%20Wear%29
835920;StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred);10;13.54;13.44;13.54;1.95;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20UMP-45%20%7C%20Gold%20Bismuth%20%28Battle-Scarred%29
779324;StatTrak™ MAG-7 | Justice (Minimal Wear);56;59;58.9;59;10.19;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MAG-7%20%7C%20Justice%20%28Minimal%20Wear%29
33893;AK-47 | Emerald Pinstripe (Well-Worn);30.3;35.87;35.77;35.87;5.6;https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Emerald%20Pinstripe%20%28Well-Worn%29
43098;★ M9 Bayonet | Forest DDPAT (Well-Worn);1940;2046.5;2046;2046.5;388.7;https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Forest%20DDPAT%20%28Well-Worn%29
759389;★ Navaja Knife | Slaughter (Factory New);608;638.38;637.88;638.38;105.04;https://steamcommunity.com/market/listings/730/%E2%98%85%20Navaja%20Knife%20%7C%20Slaughter%20%28Factory%20New%29
42136;UMP-45 | Scaffold (Field-Tested);5.5;6.13;6.12;6.13;0.92;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Scaffold%20%28Field-Tested%29
39619;StatTrak™ Sawed-Off | Zander (Field-Tested);1.2;1.32;1.31;1.32;0.2;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Sawed-Off%20%7C%20Zander%20%28Field-Tested%29
847287;Sticker | Spirit (Foil) | 2020 RMR;4.5;4.88;4.87;4.88;0.73;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Spirit%20%28Foil%29%20%7C%202020%20RMR
835556;UMP-45 | Houndstooth (Field-Tested);3.6;4.11;4.1;4.11;0.75;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Houndstooth%20%28Field-Tested%29
772265;Sticker | kennyS | Berlin 2019;5.2;5.76;5.75;5.76;0.94;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20kennyS%20%7C%20Berlin%202019
772050;Sticker | Lucky (Foil) | Berlin 2019;5.5;6.08;6.07;6.08;0.95;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Lucky%20%28Foil%29%20%7C%20Berlin%202019
777208;Sticker | Killjoy;8.3;9.23;9.22;9.23;1.45;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Killjoy
779029;Sticker | Vortigaunt (Holo);11;11.3;11.2;11.3;1.9;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Vortigaunt%20%28Holo%29
772049;Sticker | kennyS (Foil) | Berlin 2019;23.6;25.69;25.59;25.69;3.98;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20kennyS%20%28Foil%29%20%7C%20Berlin%202019
41650;Sticker | mir | Krakow 2017;31.5;34.9;34.8;34.9;5.65;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20mir%20%7C%20Krakow%202017
775565;StatTrak™ M249 | Warbird (Minimal Wear);5.2;6.41;6.4;6.41;0.92;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20M249%20%7C%20Warbird%20%28Minimal%20Wear%29
768633;Sticker | ViCi Gaming (Foil) | Katowice 2019;32;43;42.9;43;9.46;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20ViCi%20Gaming%20%28Foil%29%20%7C%20Katowice%202019
776180;P2000 | Obsidian (Factory New);18;22.6;22.5;22.6;3.46;https://steamcommunity.com/market/listings/730/P2000%20%7C%20Obsidian%20%28Factory%20New%29
835360;Desert Eagle | The Bronze (Factory New);4.1;4.19;4.18;4.19;0.72;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20The%20Bronze%20%28Factory%20New%29
900484;Dual Berettas | Flora Carnivora (Battle-Scarred);5;5.77;5.76;5.77;1.06;https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Flora%20Carnivora%20%28Battle-Scarred%29
763384;StatTrak™ G3SG1 | Scavenger (Field-Tested);5.3;5.91;5.9;5.91;0.92;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20G3SG1%20%7C%20Scavenger%20%28Field-Tested%29
857687;StatTrak™ Negev | dev_texture (Battle-Scarred);2.1;2.62;2.61;2.62;0.43;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Negev%20%7C%20dev_texture%20%28Battle-Scarred%29
39056;StatTrak™ MP9 | Dart (Field-Tested);5.1;5.97;5.96;5.97;1.06;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Dart%20%28Field-Tested%29
857658;StatTrak™ Galil AR | Chromatic Aberration (Field-Tested);24.1;25.9;25.8;25.9;4.87;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Chromatic%20Aberration%20%28Field-Tested%29
38830;StatTrak™ M4A1-S | Hyper Beast (Field-Tested);289;294.99;294.49;294.99;51.86;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20M4A1-S%20%7C%20Hyper%20Beast%20%28Field-Tested%29
857607;StatTrak™ MP9 | Food Chain (Minimal Wear);46.8;48.79;48.69;48.79;8.42;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Food%20Chain%20%28Minimal%20Wear%29
779263;MAC-10 | Disco Tech (Factory New);81;84.22;84.12;84.22;13.92;https://steamcommunity.com/market/listings/730/MAC-10%20%7C%20Disco%20Tech%20%28Factory%20New%29
773799;P90 | Nostalgia (Battle-Scarred);21.3;24.6;24.5;24.6;3.56;https://steamcommunity.com/market/listings/730/P90%20%7C%20Nostalgia%20%28Battle-Scarred%29
39068;StatTrak™ MP9 | Goo (Well-Worn);4.8;5.87;5.86;5.87;1.08;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Goo%20%28Well-Worn%29
34026;AUG | Fleet Flock (Battle-Scarred);9.9;10.46;10.36;10.46;1.97;https://steamcommunity.com/market/listings/730/AUG%20%7C%20Fleet%20Flock%20%28Battle-Scarred%29
777041;★ Skeleton Knife | Night Stripe (Battle-Scarred);1700;1783;1782.5;1783;348.93;https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife%20%7C%20Night%20Stripe%20%28Battle-Scarred%29
38654;StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear);14.8;15.7;15.6;15.7;2.9;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Crimson%20Tsunami%20%28Minimal%20Wear%29
759640;★ Talon Knife | Blue Steel (Minimal Wear);2270;2388;2387.5;2388;466.52;https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29
39733;StatTrak™ USP-S | Dark Water (Field-Tested);460;500;499.5;500;88.78;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20USP-S%20%7C%20Dark%20Water%20%28Field-Tested%29
34140;AWP | Sun in Leo (Field-Tested);74;74.1;74;74.1;12.81;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Sun%20in%20Leo%20%28Field-Tested%29
911270;Sticker | Evil Geniuses (Glitter) | Rio 2022;1.2;1.59;1.58;1.59;0.24;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Evil%20Geniuses%20%28Glitter%29%20%7C%20Rio%202022
43041;★ Karambit | Tiger Tooth (Factory New);6590;6685;6684.5;6685;969.07;https://steamcommunity.com/market/listings/730/%E2%98%85%20Karambit%20%7C%20Tiger%20Tooth%20%28Factory%20New%29
876102;Sticker | FaZe Clan (Foil) | Stockholm 2021;11.4;11.68;11.58;11.68;2.32;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20FaZe%20Clan%20%28Foil%29%20%7C%20Stockholm%202021
35549;MP7 | Akoben (Minimal Wear);1;1.1;1.04;1.05;0.15;https://steamcommunity.com/market/listings/730/MP7%20%7C%20Akoben%20%28Minimal%20Wear%29
40445;Sticker | Let's Roll-oll (Holo);14;13.9;13.9;14;2.3;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Let%27s%20Roll-oll%20%28Holo%29
37688;Souvenir Glock-18 | Groundwater (Field-Tested);15.1;16.46;16.36;16.46;3;https://steamcommunity.com/market/listings/730/Souvenir%20Glock-18%20%7C%20Groundwater%20%28Field-Tested%29
878835;Sticker | electroNic (Holo) | Stockholm 2021;1.01;1;1;1.01;0.16;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20electroNic%20%28Holo%29%20%7C%20Stockholm%202021
36418;SCAR-20 | Powercore (Factory New);7.3;7.58;7.57;7.58;1.39;https://steamcommunity.com/market/listings/730/SCAR-20%20%7C%20Powercore%20%28Factory%20New%29
34415;Desert Eagle | Directive (Well-Worn);1.7;1.95;1.94;1.95;0.35;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Directive%20%28Well-Worn%29
37781;Souvenir MAG-7 | Silver (Factory New);41.5;43.88;43.78;43.88;8.25;https://steamcommunity.com/market/listings/730/Souvenir%20MAG-7%20%7C%20Silver%20%28Factory%20New%29
43022;★ Karambit | Night (Well-Worn);2940;3100;3099.5;3100;481.89;https://steamcommunity.com/market/listings/730/%E2%98%85%20Karambit%20%7C%20Night%20%28Well-Worn%29
38583;StatTrak™ Five-SeveN | Retrobution (Field-Tested);9.3;10.46;10.36;10.46;1.8;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Five-SeveN%20%7C%20Retrobution%20%28Field-Tested%29
774977;M4A1-S | Moss Quartz (Factory New);81;85.5;85.4;85.5;15.96;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Moss%20Quartz%20%28Factory%20New%29
42400;★ Bayonet | Freehand (Minimal Wear);1950;2045;2044.5;2045;362.83;https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Freehand%20%28Minimal%20Wear%29
779296;Sawed-Off | Apocalypto (Factory New);9.5;10.54;10.44;10.54;1.96;https://steamcommunity.com/market/listings/730/Sawed-Off%20%7C%20Apocalypto%20%28Factory%20New%29
35188;M4A1-S | Chantico's Fire (Well-Worn);94;100;99.5;100;17.85;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Chantico%27s%20Fire%20%28Well-Worn%29
35116;M249 | Emerald Poison Dart (Factory New);10.5;11.5;11.4;11.5;1.87;https://steamcommunity.com/market/listings/730/M249%20%7C%20Emerald%20Poison%20Dart%20%28Factory%20New%29
768359;Sticker | Avangar | Katowice 2019;6.8;5.49;6.79;6.8;0.83;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Avangar%20%7C%20Katowice%202019
39289;StatTrak™ P250 | Supernova (Minimal Wear);12.2;11.99;12.1;12.2;2.18;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20P250%20%7C%20Supernova%20%28Minimal%20Wear%29
34294;CZ75-Auto | Hexane (Field-Tested);4.6;5.95;5.94;5.95;0.93;https://steamcommunity.com/market/listings/730/CZ75-Auto%20%7C%20Hexane%20%28Field-Tested%29
34578;Dual Berettas | Urban Shock (Factory New);12;14;13.9;14;2.57;https://steamcommunity.com/market/listings/730/Dual%20Berettas%20%7C%20Urban%20Shock%20%28Factory%20New%29
39721;StatTrak™ USP-S | Blueprint (Field-Tested);71;74.9;74.8;74.9;13.5;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20USP-S%20%7C%20Blueprint%20%28Field-Tested%29
900563;UMP-45 | Roadblock (Factory New);2.2;2.2;2.19;2.2;0.39;https://steamcommunity.com/market/listings/730/UMP-45%20%7C%20Roadblock%20%28Factory%20New%29
42622;★ Falchion Knife | Case Hardened (Battle-Scarred);657;687.94;687.44;687.94;122.52;https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Case%20Hardened%20%28Battle-Scarred%29
38735;StatTrak™ Glock-18 | Steel Disruption (Minimal Wear);22.1;25.77;25.67;25.77;4.21;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Glock-18%20%7C%20Steel%20Disruption%20%28Minimal%20Wear%29
34101;AWP | Man-o'-war (Field-Tested);182;190;189.5;190;32.35;https://steamcommunity.com/market/listings/730/AWP%20%7C%20Man-o%27-war%20%28Field-Tested%29
900593;StatTrak™ Negev | Drop Me (Battle-Scarred);1;1.04;1.03;1.04;0.15;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Negev%20%7C%20Drop%20Me%20%28Battle-Scarred%29
857700;StatTrak™ M4A4 | In Living Color (Minimal Wear);238;257.27;256.77;257.27;44.71;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20M4A4%20%7C%20In%20Living%20Color%20%28Minimal%20Wear%29
42531;★ Butterfly Knife | Blue Steel (Battle-Scarred);5030;5200;5199.5;5200;1606.94;https://steamcommunity.com/market/listings/730/%E2%98%85%20Butterfly%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29
762237;Sawed-Off | Brake Light (Minimal Wear);5.7;7.98;7.48;7.49;1.07;https://steamcommunity.com/market/listings/730/Sawed-Off%20%7C%20Brake%20Light%20%28Minimal%20Wear%29
835595;M4A4 | Global Offensive (Factory New);33.9;35.9;35.8;35.9;6.22;https://steamcommunity.com/market/listings/730/M4A4%20%7C%20Global%20Offensive%20%28Factory%20New%29
776945;★ Paracord Knife | Boreal Forest (Minimal Wear);640;679;678.5;679;135.72;https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29
871678;XM1014 | Watchdog (Factory New);8.5;9.39;9.38;9.39;1.63;https://steamcommunity.com/market/listings/730/XM1014%20%7C%20Watchdog%20%28Factory%20New%29
781582;StatTrak™ Tec-9 | Brother (Field-Tested);5.4;5.98;5.97;5.98;0.94;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Tec-9%20%7C%20Brother%20%28Field-Tested%29
763324;StatTrak™ MP9 | Modest Threat (Minimal Wear);2;2.22;2.21;2.22;0.4;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20MP9%20%7C%20Modest%20Threat%20%28Minimal%20Wear%29
38631;StatTrak™ G3SG1 | Stinger (Factory New);16.6;16.5;16.5;16.6;2.89;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20G3SG1%20%7C%20Stinger%20%28Factory%20New%29
34874;G3SG1 | Stinger (Field-Tested);2.3;2.42;2.41;2.42;0.42;https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Stinger%20%28Field-Tested%29
36460;SG 553 | Cyrex (Minimal Wear);34.9;36.8;36.7;36.8;6.39;https://steamcommunity.com/market/listings/730/SG%20553%20%7C%20Cyrex%20%28Minimal%20Wear%29
38338;StatTrak™ CZ75-Auto | Imprint (Minimal Wear);1.3;1.49;1.48;1.49;0.25;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20CZ75-Auto%20%7C%20Imprint%20%28Minimal%20Wear%29
37139;Sealed Graffiti | Nice Shot;2.6;2.5;2.59;2.6;0.53;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Nice%20Shot
36843;Sealed Graffiti | Easy Peasy;2.5;3.1;3.09;3.1;0.51;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Easy%20Peasy
37309;Sealed Graffiti | Skull n' Crosshairs;3.3;3.38;3.37;3.38;0.5;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Skull%20n%27%20Crosshairs
36714;Sealed Graffiti | Ace;2.7;3.1;3.09;3.1;0.48;https://steamcommunity.com/market/listings/730/Sealed%20Graffiti%20%7C%20Ace
878830;Stockholm 2021 Finalists Autograph Capsule;2.7;2.71;2.7;2.71;0.43;https://steamcommunity.com/market/listings/730/Stockholm%202021%20Finalists%20Autograph%20Capsule
877075;Souvenir P250 | Digital Architect (Minimal Wear);67;68.9;68.8;68.9;11.57;https://steamcommunity.com/market/listings/730/Souvenir%20P250%20%7C%20Digital%20Architect%20%28Minimal%20Wear%29
761496;Souvenir AK-47 | Safety Net (Minimal Wear);109;126;125.5;126;22.14;https://steamcommunity.com/market/listings/730/Souvenir%20AK-47%20%7C%20Safety%20Net%20%28Minimal%20Wear%29
761430;Souvenir PP-Bizon | Facility Sketch (Field-Tested);1.5;2.02;2.01;2.02;0.31;https://steamcommunity.com/market/listings/730/Souvenir%20PP-Bizon%20%7C%20Facility%20Sketch%20%28Field-Tested%29
40657;Sticker | PGL | Krakow 2017;3;4.35;4.34;4.35;0.8;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20PGL%20%7C%20Krakow%202017
37539;Souvenir AUG | Storm (Minimal Wear);41;72.77;72.67;72.77;12.51;https://steamcommunity.com/market/listings/730/Souvenir%20AUG%20%7C%20Storm%20%28Minimal%20Wear%29
35719;Music Kit | Ki:Theory, MOLOTOV;21;24.69;24.59;24.69;4.02;https://steamcommunity.com/market/listings/730/Music%20Kit%20%7C%20Ki%3ATheory%2C%20MOLOTOV
38260;StatTrak™ AUG | Ricochet (Field-Tested);1.9;2.12;2.11;2.12;0.36;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20AUG%20%7C%20Ricochet%20%28Field-Tested%29
43829;★ StatTrak™ M9 Bayonet | Scorched (Field-Tested);1900;2119.5;2119;2119.5;875;https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20M9%20Bayonet%20%7C%20Scorched%20%28Field-Tested%29
43125;★ M9 Bayonet | Scorched (Field-Tested);1960;2043.94;2043.44;2043.94;346.87;https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Scorched%20%28Field-Tested%29
38692;StatTrak™ Galil AR | Stone Cold (Minimal Wear);38;38.89;38.79;38.89;6.39;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Galil%20AR%20%7C%20Stone%20Cold%20%28Minimal%20Wear%29
34477;Desert Eagle | Urban DDPAT (Field-Tested);5;5.63;5.62;5.63;0.85;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Urban%20DDPAT%20%28Field-Tested%29
779325;M4A1-S | Player Two (Battle-Scarred);76;77.68;77.58;77.68;12.79;https://steamcommunity.com/market/listings/730/M4A1-S%20%7C%20Player%20Two%20%28Battle-Scarred%29
38130;Souvenir XM1014 | Bone Machine (Field-Tested);22.6;24;23.9;24;4.16;https://steamcommunity.com/market/listings/730/Souvenir%20XM1014%20%7C%20Bone%20Machine%20%28Field-Tested%29
34863;G3SG1 | Polar Camo (Factory New);1.9;2.21;2.2;2.21;0.34;https://steamcommunity.com/market/listings/730/G3SG1%20%7C%20Polar%20Camo%20%28Factory%20New%29
34447;Desert Eagle | Naga (Factory New);27.9;28.1;28;28.1;5.07;https://steamcommunity.com/market/listings/730/Desert%20Eagle%20%7C%20Naga%20%28Factory%20New%29
871713;Sticker | Dragon Lore Surf Ava (Foil);27.9;27.97;27.87;27.97;4.98;https://steamcommunity.com/market/listings/730/Sticker%20%7C%20Dragon%20Lore%20Surf%20Ava%20%28Foil%29
769211;StatTrak™ AK-47 | Uncharted (Factory New);29.6;31.19;31.09;31.19;5.21;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20AK-47%20%7C%20Uncharted%20%28Factory%20New%29
871642;StatTrak™ Glock-18 | Snack Attack (Battle-Scarred);45.2;49.84;49.74;49.84;7.9;https://steamcommunity.com/market/listings/730/StatTrak%E2%84%A2%20Glock-18%20%7C%20Snack%20Attack%20%28Battle-Scarred%29
37532;Souvenir AUG | Radiation Hazard (Factory New);30.2;31.7;31.6;31.7;5.7;https://steamcommunity.com/market/listings/730/Souvenir%20AUG%20%7C%20Radiation%20Hazard%20%28Factory%20New%29
38118;Souvenir USP-S | Royal Blue (Minimal Wear);213;216.4;215.9;216.4;41.55;https://steamcommunity.com/market/listings/730/Souvenir%20USP-S%20%7C%20Royal%20Blue%20%28Minimal%20Wear%29
